Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
tidyr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.8.0,NA,R (>= 3.2),"dplyr (>= 0.7.0), glue, magrittr, purrr, Rcpp, rlang, stringi,
tibble, tidyselect",Rcpp,"covr, gapminder, knitr, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
tidyselect,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2.4,NA,R (>= 3.1),"glue, purrr, rlang (>= 0.2.0), Rcpp (>= 0.12.0)","Rcpp (>= 0.12.0),","covr, dplyr, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.4.4
tidytext,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.6,NA,R (>= 2.10),"rlang, dplyr, stringr, hunspell, broom, Matrix, tokenizers,
janeaustenr, purrr (>= 0.1.1), methods, stopwords",NA,"readr, tidyr, XML, tm, quanteda, knitr, rmarkdown, ggplot2,
reshape2, wordcloud, topicmodels, NLP, scales, gutenbergr,
testthat, mallet, stm",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
tidyverse,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2.1,NA,NA,"broom (>= 0.4.2), cli (>= 1.0.0), crayon (>= 1.3.4), dplyr (>=
0.7.4), dbplyr (>= 1.1.0), forcats (>= 0.2.0), ggplot2 (>=
2.2.1), haven (>= 1.1.0), hms (>= 0.3), httr (>= 1.3.1),
jsonlite (>= 1.5), lubridate (>= 1.7.1), magrittr (>= 1.5),
modelr (>= 0.1.1), purrr (>= 0.2.4), readr (>= 1.1.1), readxl
(>= 1.0.0), reprex (>= 0.1.1), rlang (>= 0.1.4), rstudioapi (>=
0.7), rvest (>= 0.3.2), stringr (>= 1.2.0), tibble (>= 1.3.4),
tidyr (>= 0.7.2), xml2 (>= 1.1.1)",NA,"feather (>= 0.3.1), knitr (>= 1.17), rmarkdown (>= 1.7.4)",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.4.3
tigris,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.6.2,NA,R (>= 3.3.0),"stringr, magrittr, rgdal, sp, utils, rappdirs, maptools, httr,
uuid, sf, dplyr, methods",NA,"acs, testthat, ggplot2, ggthemes, leaflet, knitr, rgeos",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
timeDate,C:/Users/mmorris/Documents/R/R-3.4.3/library,3043.102,NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
timeSeries,C:/Users/mmorris/Documents/R/R-3.4.3/library,3042.102,NA,"R (>= 2.10), graphics, grDevices, stats, methods, utils,
timeDate (>= 2150.95)",NA,NA,"RUnit, robustbase, xts, PerformanceAnalytics, fTrading",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
tinytex,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7,NA,NA,xfun (>= 0.3),NA,testit,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.4
tm,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7-3,NA,"R (>= 3.2.0), NLP (>= 0.1-6.2)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","BH, Rcpp","antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer",NA,GPL-3,NA,NA,NA,NA,yes,3.4.3
TMB,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.7.13,NA,R (>= 3.0.0),"graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,GPL-2,NA,NA,NA,NA,yes,3.4.4
tokenizers,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.4,NA,R (>= 3.1.3),"stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)",Rcpp,"testthat, covr, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
tools,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.4.3,base,NA,NA,NA,"codetools, methods, xml2, curl",NA,Part of R 3.4.3,NA,NA,NA,NA,yes,3.4.3
transformr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.0,NA,NA,"Rcpp (>= 0.12.15),
tweenr,
rlang,
sf,
lpSolve",Rcpp,magrittr,NA,MIT + file LICENSE,NA,NA,NA,NA,NA,3.4.3
translations,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.4.3,NA,NA,NA,NA,NA,NA,Part of R 3.4.3,NA,NA,NA,NA,NA,3.4.3
triebeard,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.0,NA,NA,Rcpp,Rcpp,"knitr, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
trimcluster,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-2,NA,R (>= 1.9.0),NA,NA,fpc,NA,GPL,NA,NA,NA,NA,NA,3.4.3
tuneR,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3.2,NA,R (>= 3.0.0),"signal, methods",NA,pastecs,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.3
tweenr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.5.9999,NA,R (>= 3.2.0),"Rcpp (>= 0.12.3),
grDevices,
farver,
magrittr,
rlang",Rcpp,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,NA,3.4.3
twilio,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.0,NA,R (>= 3.1.0),"purrr, httr, jsonlite, magrittr, lubridate",NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
ucminf,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1-4,NA,NA,NA,NA,numDeriv,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.1
udunits2,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.13,NA,R (>= 2.10.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.4.1
units,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.5-1,NA,R (>= 3.0.0),udunits2 (>= 0.13),NA,"NISTunits, measurements, xml2, tibble, pillar, knitr,
testthat, ggforce, rmarkdown, magrittr",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
urltools,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.7.0,NA,R (>= 2.10),"Rcpp, methods, triebeard",Rcpp,"testthat, knitr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
userfriendlyscience,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7.0,NA,NA,"BiasedUrn, car, data.tree, DiagrammeR, diptest, digest,
fBasics, GGally, ggplot2, ggrepel, ggridges, gridExtra,
GPArotation, gtable, knitr, lavaan, lme4, MASS, MBESS,
minpack.lm, pander, plyr, psych, pwr, RColorBrewer, rio,
scales, SCRT, SuppDists, viridis, XML, xtable",NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,no,3.4.3
usethis,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3.0,NA,R (>= 3.1),"backports (>= 1.1.0), clipr, clisymbols, crayon, curl (>=
2.7), desc, gh, git2r, httr, rematch2, rmarkdown, rprojroot,
rstudioapi, styler, whisker",NA,"covr, knitr, roxygen2, testthat (>= 2.0.0), withr",NA,GPL-3,NA,NA,NA,NA,no,3.4.4
utf8,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.3,NA,R (>= 2.10),NA,NA,"corpus, knitr, rmarkdown, testthat",NA,Apache License (== 2.0) | file LICENSE,NA,NA,NA,NA,yes,3.4.3
utils,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.4.3,base,NA,NA,NA,"methods, XML",NA,Part of R 3.4.3,NA,NA,NA,NA,yes,3.4.3
uuid,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-2,NA,R (>= 2.9.0),NA,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.1
V8,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.5,NA,NA,"Rcpp (>= 0.12), jsonlite (>= 1.0), curl (>= 1.0), utils",Rcpp,"testthat, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.4
vcd,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.4-4,NA,"R (>= 2.4.0), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR, coin",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
vcdExtra,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7-1,NA,"R (>= 2.10), vcd, gnm (>= 1.0.3), grid","MASS, grDevices, stats, utils, ca",NA,"gmodels, Fahrmeir, effects, VGAM, plyr, lmtest, nnet,
ggplot2, Sleuth2, car, lattice, stats4, rgl, AER",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
vegan,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.4-6,NA,"permute (>= 0.9-0), lattice, R (>= 3.0.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr",NA,GPL-2,NA,NA,NA,NA,yes,3.4.3
venneuler,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1-0,NA,rJava,NA,NA,NA,NA,MPL-1.1,NA,NA,NA,NA,NA,3.4.3
viridis,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.5.0,NA,"R (>= 2.10), viridisLite (>= 0.2.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, rasterVis, httr, mapproj, vdiffr, svglite (>=
1.2.0), testthat, covr, rmarkdown, rgdal",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
viridisLite,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.0,NA,R (>= 2.10),NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
visNetwork,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.0.3,NA,R (>= 3.0),"htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats",NA,"knitr, rmarkdown, webshot, igraph, rpart, shiny,
shinyWidgets, colourpicker, sparkline, ggraph, flashClust",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
WDI,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.4,NA,RJSONIO,NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.4.1
weights,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.90,NA,"Hmisc, gdata, mice",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.4
whisker,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3-2,NA,NA,NA,NA,markdown,NA,GPL-3,NA,NA,NA,NA,no,3.4.3
withr,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.1.2,NA,R (>= 3.0.2),"stats,
graphics,
grDevices",NA,"testthat,
covr,
lattice,
DBI,
RSQLite,
methods,
knitr,
rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,NA,3.4.3
wordcloud,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.5,NA,"methods, RColorBrewer","slam, Rcpp (>= 0.9.4)",Rcpp,tm (>= 0.6),NA,LGPL-2.1,NA,NA,NA,NA,yes,3.4.3
wrapr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.1,NA,NA,NA,NA,"testthat, knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
WRS2,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9-2,NA,R (>= 3.0.0),"MASS, reshape, plyr, stats, graphics, grDevices, utils, mc2d",NA,"knitr, beanplot, car, colorspace, ez, MBESS",NA,GPL-3,NA,NA,NA,NA,yes,3.4.3
xfun,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3,NA,NA,tools,NA,"testit, parallel, rstudioapi, tinytex, mime, markdown, knitr,
rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.4
xgboost,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.6.4.1,NA,R (>= 3.3.0),"Matrix (>= 1.1-0), methods, data.table (>= 1.9.6), magrittr
(>= 1.5), stringi (>= 0.5.2)",NA,"knitr, rmarkdown, ggplot2 (>= 1.0.1), DiagrammeR (>= 0.9.0),
Ckmeans.1d.dp (>= 3.3.1), vcd (>= 1.3), testthat, igraph (>=
1.0.1)",NA,Apache License (== 2.0) | file LICENSE,NA,NA,NA,NA,yes,3.4.3
xlsx,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.5.7,NA,"rJava, xlsxjars",NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.4.3
xlsxjars,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.6.1,NA,rJava,NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.4.3
XML,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.98-1.9,NA,"R (>= 2.13.0), methods, utils",NA,NA,"bitops, RCurl",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.4.3
xml2,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2.0,NA,R (>= 3.1.0),Rcpp,Rcpp (>= 0.12.12),"testthat, curl, covr, knitr, rmarkdown, magrittr, httr",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
xtable,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.8-2,NA,R (>= 2.10.0),"stats, utils",NA,"knitr, lsmeans, spdep, splm, sphet, plm, zoo, survival",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
xts,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.10-1,NA,zoo (>= 1.7-12),methods,zoo,"timeSeries, timeDate, tseries, chron, fts, tis, RUnit",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
yaml,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.2.0,NA,NA,NA,NA,RUnit,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.4.4
zip,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.0,NA,NA,NA,NA,"covr, testthat, withr",NA,CC0,NA,NA,NA,NA,yes,3.4.4
zoo,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.8-1,NA,"R (>= 2.10.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"coda, chron, DAAG, fts, ggplot2, mondate, scales,
strucchange, timeDate, timeSeries, tis, tseries, xts",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.3
